,2020-01-24 23:43:00.063,{fea811cf-8104-5e2b-0000-001020304d00},6616,C:\Users\zsantoro\AppData\Local\Temp\Sysmon.exe,10.42,System activity monitor,Sysinternals Sysmon,Sysinternals - www.sysinternals.com,?,Sysmon.exe  -i sysmonconfig-export.xml,C:\Users\zsantoro\Downloads\Sysmon\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=384B6FC04A512CFE7A4E628942867D95,SHA256=80B110B91730729BE60C7D79C55FFF0EC893FD4CFB5F44D04C433EE8E95C5E20,{fea811cf-8103-5e2b-0000-0010e72a4d00},3256,C:\Users\zsantoro\Downloads\Sysmon\Sysmon.exe,Sysmon.exe  -i sysmonconfig-export.xml
,2020-01-24 23:42:59.615,{fea811cf-8103-5e2b-0000-0010e72a4d00},3256,C:\Users\zsantoro\Downloads\Sysmon\Sysmon.exe,10.42,System activity monitor,Sysinternals Sysmon,Sysinternals - www.sysinternals.com,?,Sysmon.exe  -i sysmonconfig-export.xml,C:\Users\zsantoro\Downloads\Sysmon\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=2712394DE630CC4207544B8F55BEC688,SHA256=BD75AF02C99374BBC4ACB7F02502426BBBA007E4E44FF7F439D7F8A7B9BB4C5C,{fea811cf-7e47-5e2b-0000-0010f32f3200},2552,C:\Windows\System32\cmd.exe,"C:\Windows\system32\cmd.exe" 
,2020-01-24 23:41:02.746,{fea811cf-808e-5e2b-0000-00106b894b00},7068,C:\Program Files (x86)\Internet Explorer\iexplore.exe,11.00.18362.1 (WinBuild.160101.0800),Internet Explorer,Internet Explorer,Microsoft Corporation,IEXPLORE.EXE,"C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE" SCODEF:1620 CREDAT:9476 /prefetch:2,C:\Users\zsantoro\Desktop\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Low,MD5=2EE1C17BA0344E6E58C572F52660D1F3,SHA256=A389977229B2114FCC7B6EA80FC480D9EE06840EEC994A3EE31A5ECF946F0A43,{fea811cf-8088-5e2b-0000-001037514a00},1620,C:\Program Files\Internet Explorer\iexplore.exe,"C:\Program Files\Internet Explorer\iexplore.exe" C:\Users\zsantoro\Documents\sysmonconfig-export.xml
,2020-01-24 23:40:57.581,{fea811cf-8089-5e2b-0000-0010f16f4a00},496,C:\Program Files (x86)\Internet Explorer\iexplore.exe,11.00.18362.1 (WinBuild.160101.0800),Internet Explorer,Internet Explorer,Microsoft Corporation,IEXPLORE.EXE,"C:\Program Files (x86)\Internet Explorer\IEXPLORE.EXE" SCODEF:1620 CREDAT:9474 /prefetch:2,C:\Users\zsantoro\Desktop\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Low,MD5=2EE1C17BA0344E6E58C572F52660D1F3,SHA256=A389977229B2114FCC7B6EA80FC480D9EE06840EEC994A3EE31A5ECF946F0A43,{fea811cf-8088-5e2b-0000-001037514a00},1620,C:\Program Files\Internet Explorer\iexplore.exe,"C:\Program Files\Internet Explorer\iexplore.exe" C:\Users\zsantoro\Documents\sysmonconfig-export.xml
,2020-01-24 23:40:56.918,{fea811cf-8088-5e2b-0000-001037514a00},1620,C:\Program Files\Internet Explorer\iexplore.exe,11.00.18362.1 (WinBuild.160101.0800),Internet Explorer,Internet Explorer,Microsoft Corporation,IEXPLORE.EXE,"C:\Program Files\Internet Explorer\iexplore.exe" C:\Users\zsantoro\Documents\sysmonconfig-export.xml,C:\Users\zsantoro\Documents\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=C50EEB216AB9F7E9B375270426C4DFD6,SHA256=826D59B40D332B10C06C4ACB34E41C60E5213E3A5049D14A250868D2075CFC65,{fea811cf-7b92-5e2b-0000-0010b78f0b00},6468,C:\Windows\explorer.exe,C:\Windows\Explorer.EXE
,2020-01-24 23:40:22.629,{fea811cf-8066-5e2b-0000-0010bf054900},6944,C:\Windows\System32\browser_broker.exe,11.00.18362.267 (WinBuild.160101.0800),Browser_Broker,Microsoft® Windows® Operating System,Microsoft Corporation,browser_broker.EXE,C:\Windows\system32\browser_broker.exe -IOAVHost 2781761e-28e0-4109-99fe-b9d127c57afe|C:\Users\zsantoro\Downloads\sysmon-config-master.zip|https://codeload.github.com/SwiftOnSecurity/sysmon-config/zip/master,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=917AFE3C41FE9CA883E355716353F952,SHA256=1D9585AC850B5554739877FFE2A644B5406A54AC05AA7B37E1DF8264555AB7A7,{fea811cf-7b9a-5e2b-0000-001004f80d00},8040,C:\Windows\System32\browser_broker.exe,C:\Windows\system32\browser_broker.exe -Embedding
,2020-01-24 23:39:47.100,{fea811cf-8043-5e2b-0000-0010efaa4700},6896,C:\Windows\System32\svchost.exe,10.0.18362.1 (WinBuild.160101.0800),Host Process for Windows Services,Microsoft® Windows® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k appmodel -p -s camsvc,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,0,System,MD5=9520A99E77D6196D0D09833146424113,SHA256=DD191A5B23DF92E12A8852291F9FB5ED594B76A28A5A464418442584AFD1E048,{fea811cf-7b5e-5e2b-0000-0010c5890000},588,C:\Windows\System32\services.exe,C:\Windows\system32\services.exe
,2020-01-24 23:38:15.843,{fea811cf-7fe7-5e2b-0000-001018d63d00},9132,C:\Users\zsantoro\AppData\Local\Temp\87A276FA-0C8A-41E9-BD82-EC628B363D0E\DismHost.exe,10.0.18362.1 (WinBuild.160101.0800),Dism Host Servicing Process,Microsoft® Windows® Operating System,Microsoft Corporation,DismHost.exe,C:\Users\zsantoro\AppData\Local\Temp\87A276FA-0C8A-41E9-BD82-EC628B363D0E\dismhost.exe {E948B181-895F-4D8E-A2E2-EAF9DF06239C},C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=B5E80BA4CE0781E4B9129AB4D86AB4A9,SHA256=5108587A0713975BBD79A0E1A56B0DD0D0E63D89D7B681D1E0BF7979E21080B0,{fea811cf-7fad-5e2b-0000-0010e7433400},6560,C:\Windows\System32\cleanmgr.exe,C:\Windows\system32\cleanmgr.exe /autoclean /d C:
,2020-01-24 23:38:01.133,{fea811cf-7fd9-5e2b-0000-001098233c00},4532,C:\Windows\System32\svchost.exe,10.0.18362.1 (WinBuild.160101.0800),Host Process for Windows Services,Microsoft® Windows® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k LocalServiceNetworkRestricted -p -s SmsRouter,C:\Windows\system32\,NT AUTHORITY\LOCAL SERVICE,{fea811cf-7b61-5e2b-0000-0020e5030000},0x3e5,0,System,MD5=9520A99E77D6196D0D09833146424113,SHA256=DD191A5B23DF92E12A8852291F9FB5ED594B76A28A5A464418442584AFD1E048,{fea811cf-7b5e-5e2b-0000-0010c5890000},588,C:\Windows\System32\services.exe,C:\Windows\system32\services.exe
,2020-01-24 23:38:01.010,{fea811cf-7fd9-5e2b-0000-0010001f3c00},7300,C:\Windows\System32\svchost.exe,10.0.18362.1 (WinBuild.160101.0800),Host Process for Windows Services,Microsoft® Windows® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s dmwappushservice,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,0,System,MD5=9520A99E77D6196D0D09833146424113,SHA256=DD191A5B23DF92E12A8852291F9FB5ED594B76A28A5A464418442584AFD1E048,{fea811cf-7b5e-5e2b-0000-0010c5890000},588,C:\Windows\System32\services.exe,C:\Windows\system32\services.exe
,2020-01-24 23:37:19.059,{fea811cf-7faf-5e2b-0000-0010bfcb3400},5036,C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngentask.exe,4.8.3752.0 built by: NET48REL1,Microsoft .NET Framework optimization service,Microsoft® .NET Framework,Microsoft Corporation,NGenTask.exe,"C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe" /RuntimeWide /StopEvent:1060,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,0,System,MD5=6E4B6D2AF6D99DCC1DE0E097EA51D43A,SHA256=C4DB063D8DE31C0A64D172950F857509EE97BAA488D8678D48EB6E75B17527B0,{fea811cf-7fad-5e2b-0000-0010240d3400},1152,C:\Windows\System32\taskhostw.exe,taskhostw.exe
,2020-01-24 23:37:18.534,{fea811cf-7fae-5e2b-0000-00108eb53400},6752,C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngentask.exe,4.8.3752.0 built by: NET48REL1,Microsoft .NET Framework optimization service,Microsoft® .NET Framework,Microsoft Corporation,NGenTask.exe,"C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe" /RuntimeWide /StopEvent:1048,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,0,System,MD5=80D254018DB7CBC1EF9DC58F30D997B9,SHA256=4583B06DA707A1B0BDE4D0848BB5BDE9441E71AA2593AAC2BC5C4555B66030C1,{fea811cf-7fad-5e2b-0000-0010240d3400},1152,C:\Windows\System32\taskhostw.exe,taskhostw.exe
,2020-01-24 23:37:18.476,{fea811cf-7fae-5e2b-0000-0010d0b03400},5176,C:\Windows\System32\svchost.exe,10.0.18362.1 (WinBuild.160101.0800),Host Process for Windows Services,Microsoft® Windows® Operating System,Microsoft Corporation,svchost.exe,C:\Windows\System32\svchost.exe -k LocalSystemNetworkRestricted -p -s DsSvc,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,0,System,MD5=9520A99E77D6196D0D09833146424113,SHA256=DD191A5B23DF92E12A8852291F9FB5ED594B76A28A5A464418442584AFD1E048,{fea811cf-7b5e-5e2b-0000-0010c5890000},588,C:\Windows\System32\services.exe,C:\Windows\system32\services.exe
,2020-01-24 23:37:18.170,{fea811cf-7fae-5e2b-0000-0010df8f3400},4424,C:\Windows\System32\Defrag.exe,10.0.18362.1 (WinBuild.160101.0800),Disk Defragmenter Module,Windows Drive Optimizer,Microsoft Corp.,Defrag.EXE,"C:\Windows\system32\defrag.exe" -p 770 -s 0000000000000364 -b C:,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,0,System,MD5=1EF37E629AB62F327728713D9E964FD5,SHA256=E3682C4487424B3484C57C66D4450B0FC6EF33B12F333487BD52FCFF810EEE24,{fea811cf-7b61-5e2b-0000-001032650100},1904,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p -s SysMain
,2020-01-24 23:37:18.111,{fea811cf-7fae-5e2b-0000-001098883400},7980,C:\Windows\System32\makecab.exe,5.00 (WinBuild.160101.0800),Microsoft® Cabinet Maker,Microsoft® Windows® Operating System,Microsoft Corporation,makecab.exe,"C:\Windows\system32\makecab.exe" C:\Windows\Logs\CBS\CbsPersist_20200117233642.log C:\Windows\Logs\CBS\CbsPersist_20200117233642.cab,C:\Windows\system32\,NT AUTHORITY\SYSTEM,{fea811cf-7b5f-5e2b-0000-0020e7030000},0x3e7,0,System,MD5=03B4E2E44F00376B05772EAF537411AB,SHA256=C55818C51E4A42DD2F9194CE754596A23F1EC3186092B1546B2409B1B3577C7E,{fea811cf-7fac-5e2b-0000-001079f73300},2904,C:\Windows\WinSxS\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.590_none_5efc551459114cb9\TiWorker.exe,C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.18362.590_none_5efc551459114cb9\TiWorker.exe -Embedding
,2020-01-24 23:37:17.591,{fea811cf-7fad-5e2b-0000-0010e7433400},6560,C:\Windows\System32\cleanmgr.exe,10.0.18362.1 (WinBuild.160101.0800),Disk Space Cleanup Manager for Windows,Microsoft® Windows® Operating System,Microsoft Corporation,CLEANMGR.DLL,C:\Windows\system32\cleanmgr.exe /autoclean /d C:,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=1920470998932423575D36C07F8BC97E,SHA256=B8555DF84BE369161FD26A72C416E981DE1259C319C9BD08E576F24DD43C8684,{fea811cf-7b61-5e2b-0000-0010121f0100},1240,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
,2020-01-24 23:37:17.554,{fea811cf-7fad-5e2b-0000-0010fa3e3400},8716,C:\Windows\System32\taskhostw.exe,10.0.18362.387 (WinBuild.160101.0800),Host Process for Windows Tasks,Microsoft® Windows® Operating System,Microsoft Corporation,taskhostw.exe,taskhostw.exe,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=8AC325C757FA721B272ECEA19EBCF745,SHA256=0BEC3128B241FA533DC5A9D3F62AA41323D205DEFC30DCDE228C5ECC2D1E50A9,{fea811cf-7b61-5e2b-0000-0010121f0100},1240,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
,2020-01-24 23:37:17.521,{fea811cf-7fad-5e2b-0000-0010c8393400},3832,C:\Windows\System32\taskhostw.exe,10.0.18362.387 (WinBuild.160101.0800),Host Process for Windows Tasks,Microsoft® Windows® Operating System,Microsoft Corporation,taskhostw.exe,taskhostw.exe,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020ebc30a00},0xac3eb,2,High,MD5=8AC325C757FA721B272ECEA19EBCF745,SHA256=0BEC3128B241FA533DC5A9D3F62AA41323D205DEFC30DCDE228C5ECC2D1E50A9,{fea811cf-7b61-5e2b-0000-0010121f0100},1240,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
,2020-01-24 23:37:17.501,{fea811cf-7fad-5e2b-0000-0010cb353400},7176,C:\Windows\System32\rundll32.exe,10.0.18362.1 (WinBuild.160101.0800),Windows host process (Rundll32),Microsoft® Windows® Operating System,Microsoft Corporation,RUNDLL32.EXE,C:\Windows\system32\rundll32.exe Startupscan.dll,SusRunTask,C:\Windows\system32\,FREEEDR\zsantoro,{fea811cf-7b8f-5e2b-0000-0020aac40a00},0xac4aa,2,Medium,MD5=F68AF942FD7CCC0E7BAB1A2335D2AD26,SHA256=11064E9EDC605BD5B0C0A505538A0D5FD7DE53883AF342F091687CAE8628ACD0,{fea811cf-7b61-5e2b-0000-0010121f0100},1240,C:\Windows\System32\svchost.exe,C:\Windows\system32\svchost.exe -k netsvcs -p -s Schedule
